Camera,LOCATION_LAT,LOCATION_LON,LOCATION_ELEV,Site Description
NEON.D17.SOAP.DP1.00042,37.033370,-119.262190,1210,"NEON Site - D17 (Pacific Southwest) Soaproot Saddle, California - mid-tower camera"
NEON.D17.TEAK.DP1.00033,37.005830,-119.006020,2149,"NEON Site - D17 (Pacific Southwest) Lower Teakettle, California - top-of-tower camera"
NEON.D17.TEAK.DP1.00042,37.005830,-119.006020,2149,"NEON Site - D17 (Pacific Southwest) Lower Teakettle, California - mid-tower camera"
NEON.D17.TECR.DP1.20002,36.955931,-119.027363,2053,"NEON Site - D17 (Pacific Southwest) Teakettle 2 Creek, California - aquatic/stream-gauge camera"
NEON.D18.BARR.DP1.00033,71.282410,-156.619360,7,"NEON Site - D18 (Tundra) Barrow Environmental Observatory, Alaska - tower top"
NEON.D18.BARR.DP1.00042,71.282410,-156.619360,7,"NEON Site - D18 (Tundra) Barrow Environmental Observatory, Alaska - mid-tower"
NEON.D18.OKSR.DP1.20002,68.669753,-149.143018,773,"NEON Site - D18 (Tundra) Oksrukuyik Creek, Alaska - aquatic/stream-gauge camera"
NEON.D18.TOOK.DP1.20002,68.629562,-149.610509,715,"NEON Site - D18 (Tundra) Toolik Lake, Alaska - aquatic/stream-gauge camera"
NEON.D18.TOOL.DP1.00033,68.661090,-149.370470,827,"NEON Site - D18 (Tundra) Toolik, Alaska - tower top"
NEON.D18.TOOL.DP1.00042,68.661090,-149.370470,827,"NEON Site - D18 (Tundra) Toolik, Alaska - mid-tower"
NEON.D19.BONA.DP1.00033,65.154010,-147.502580,233,"NEON Site - D19 (Taiga) Caribou Creek - Poker Flats Watershed, Alaska - top-of-tower camera"
NEON.D19.BONA.DP1.00042,65.154010,-147.502580,233,"NEON Site - D19 (Taiga) Caribou Creek - Poker Flats Watershed, Alaska - mid-tower camera"
NEON.D19.CARI.DP1.20002,65.153060,-147.502460,229,"NEON Site - D19 (Taiga) Caribou Creek at Poker Flats, Alaska - aquatic/stream-gauge camera"
NEON.D19.DEJU.DP1.00033,63.881120,-145.751360,504,"NEON Site - D19 (Taiga) Delta Junction, Alaska - tower top"
NEON.D19.DEJU.DP1.00042,63.881120,-145.751360,504,"NEON Site - D19 (Taiga) Delta Junction, Alaska - mid-tower"
NEON.D19.HEAL.DP1.00033,63.875690,-149.213340,409,NEON Site - D19 (Taiga) Healy - top of tower
NEON.D19.HEAL.DP1.00042,63.875690,-149.213340,409,NEON Site - D19 (Taiga) Healy - mid-tower
NEON.D20.PUUM.DP1.00033,19.553090,-155.317310,1683,"NEON Site - D20 (Pacific Tropical) Pu`u Maka`ala Natural Area Reserve, Hawaii - top-of-tower camera"
NEON.D20.PUUM.DP1.00042,19.553090,-155.317310,1683,"NEON Site - D20 (Pacific Tropical) Pu`u Maka`ala Natural Area Reserve , Hawaii - mid-tower camera"
nevcansnk3a,39.009900,-114.309500,3063,"NevCAN Snake Range Subalpine East, Great Basin National Park, Nevada"
nevcanspg1a,38.925300,-114.408200,1792,"NevCAN Snake Range Sagebrush West, Long Now Foundation Property, Nevada"
nevcanspg2a,38.892100,-114.352100,2203,"NevCAN Snake Range Pinyon-Juniper West, BLM Property, Nevada"
nevcanspg3a,38.889800,-114.331400,2820,"NevCAN Snake Range Montane West, Long Now Foundation Property, Nevada"
nevcanspg4a,38.906100,-114.308900,3360,"NevCAN Snake Range Subalpine West, Long Now Foundation Property, Nevada"
newdale,50.362300,-100.202400,609,"Newdale Marsh Flux Tower, Emergent Cattail Marsh, Manitoba"
nhjel,43.092355,-70.861613,0,"Jackson Estuarine Laboratory, Durham, New Hampshire"
nhshphighwayview,43.309600,-71.605500,76,"Highway View Farm, Boscawen NH, corn field"
ninemileprairie,40.868019,-96.822081,381,"Nine Mile Prairie, Univ. of Nebraska, Lancaster County, Nebraska"
nist,39.139000,-77.212500,100,National Institute of Standards and Technology (NIST) forest
nistturf,39.138900,-77.216900,446,"Managed turfgrass, National Institute of Standards and Technology (NIST), Gaithersburg, Maryland"
niwot2,40.032864,-105.546970,3050,"Niwot Ridge Mountain Research Station, Roosevelt National Forest, Colorado"
niwot3,40.032864,-105.546970,3050,"Niwot Ridge Mountain Research Station, Roosevelt National Forest, Colorado"
niwot4,40.032864,-105.546970,3050,"Niwot Ridge Mountain Research Station, Roosevelt National Forest, Colorado"
niwot5,40.032864,-105.546970,2993,"Niwot Ridge, Colorado, USA"
niwotridge,40.032864,-105.546970,3050,"Niwot Ridge Mountain Research Station, Roosevelt National Forest, Colorado"
nlloobs,52.166600,5.743500,25,"Scots pine forest, Kootwijk, Netherland"
norriepoint,41.831600,-73.942100,10,"Norrie Point Environmental Center, Hudson River National Estuarine Research Reserve headquarters in Staatsburg, NY. SSE facing view of a Hudson River cove dominated by European water chestnut (Trapa natans)."
northattleboroma,41.983690,-71.310560,60,"North Attleboro High School, North Attleboro, Massachusetts"
northinletsaltmarsh,33.345500,-79.195700,1,"North Inlet-Winyah Bay Salt Marsh, Georgetown, SC"
nphtin,47.111100,12.426500,2350,snow melt gradient
ntucrownpoint,35.685800,-108.145700,2112,"Navajo Technical University, Crown Point, New Mexico"
ntupinyongarden,35.686700,-108.147100,2055,"NTU Pinyon Common Garden, Crown Point, New Mexico"
nwohiocrop,41.628500,-83.347083,200,"Curtice Walter-Berger Cropland Flux Tower, Ohio"
oakridge1,35.931100,-84.332300,371,"Chestnut Ridge, Oak Ridge, Tennessee"
oakridge2,35.931100,-84.332300,371,"Chestnut Ridge, Oak Ridge, Tennessee"
oaksavannaifapa,38.497800,-5.114200,547,"Oak Savanna (dehesa) in Hinojosa del Duque, Cordoba (Spain)"
oakville,47.899334,-97.316139,268,"Oakville Prairie, North Dakota"
ohmcell2,50.173700,-97.122800,231,"Oak Hammock Marsh Flux Tower, Emergent Cattail Marsh, Manitoba"
oliveifapa,37.858900,-4.807100,106,"Olive grove in the world olive germplasm bank in Córdoba, Spain"
oppenwehe,52.504000,8.514000,34,"EC tower, oppenwehe peatland, northrhein-westphalia, germany"
ordesa,42.651052,-0.068269,1330,"Casa Oliván (PNOMP), Spain"
oregonMP,44.452300,-121.557400,1253,"Metolius intermediate pine/US-Me2, near Sisters, Oregon"
oregonmp1,44.452300,-121.557400,1253,"Ponderosa pine bud, Metolius mature ponderosa pine/US-Me2, near Sisters, OR"
oregonYP,44.323840,-121.605993,977,"Metolius New Young Pine/US-Me6, near Sisters, Oregon"
oregonYPbud,44.323800,-121.606000,977,"ponderosa pine bud, Metolius New Young Pine/US-Me-6, near Sisters, OR"
ossipeelake,43.780900,-71.133000,123,"Ossipee Lake, New Hampshire"
othshardwood,44.934805,-68.665500,41,"Old Town High School, Old Town Maine - Hardwood Site"
othssoftwood,44.934527,-68.664888,41,"Old Town High School, Old Town Maine - Softwood Site"
pace,37.922900,-78.273900,100,"Virginia Forest Research Facility, Palmyra, Virginia"
palamanui,19.742300,-156.011500,131,"Grassland at Hawai‘i Community College-Palamanui, Kailua-Kona, Hawaii"
palamanui2,19.740400,-155.995200,240,"Palamanui, Kailua-Kona, HI (Dry Forest)"
parkschoolbuffalo,42.963700,-78.783400,205,"Park School of Buffalo, Snyder, New York 14226"
pasayten,48.393000,-119.896000,1250,"Pasayten Wilderness, Okanogan National Forest, Washington"
peinpcavendish1,46.496800,-63.407300,10,Acadian Forest
piedmontalpasture2,33.887500,-85.693500,238,"Grazed pasture 2, Piedmont, Alabama"
pineta,42.679677,0.085066,1297,"Parador de Bielsa (Valle de Pineta), Spain"
pitsalu,58.563300,24.368800,3,"Abandoned peat extraction area, Estonia"
pointreyes,37.996389,-123.021111,0,"Point Reyes National Seashore, Point Reyes, California"
portal,31.938500,-109.082300,1330,"Portal Long-Term Desert Ecology Project, AZ"
portalsworth,60.195800,-154.320000,98,"Port Alswoth, Lake Clark National Park and Preserve, Alaska"
poudreriver,40.443398,-104.814100,4745,"Poudre River Learning Center, Colorado"
proctor,44.525000,-72.866000,403,"University of Vermont, Proctor Maple Research Center, Underhill, Vermont"
queens,44.565000,-76.324000,126,"Queen's University Biological Station, Lake Opinicon, Ontario, Canada"
quickbird,41.928871,-109.303870,2257,"USGS Quickbird Site 1, north of Rock Springs, Wyoming"
readingma,42.530400,-71.127200,100,"Austin Prep School, Reading, Massachusetts"
ricesevilla1,37.142400,-6.329500,2,"Rice plot, Sevilla, Spain"
ricesevilla2,37.131200,-6.336900,2,"Rice plot, Sevilla, Spain"
richmondbrackishmarsh,49.131200,-123.196300,6,"Tidal brackish marsh, Richmond, British Columbia, Canada."
riverton,42.988600,-108.400100,1502,"Riverton UMTRA site (Well 0855), Riverton, Wyoming"
rmblaspen,38.959200,-106.989800,2980,"Rocky Mountain Biological Laboratory Copper Creek, Colorado"
robinson,37.467100,-83.157600,483,"Fire Tower, Robinson Forest, Kentucky"
robinson2,37.467100,-83.157600,483,"Fire Tower (Facing West), Robinson Forest, Kentucky"
romainville,48.885300,2.422400,129,"Romainville Tower, Paris"
rosalia,47.702700,16.301500,678,"Rosalia demonstration forest, Austria"
rosemount,44.714300,-93.089800,287,"Rosemount Agricultural Experiment Station, University of Minnesota, Rosemount, Minnesota"
rosemountc6,44.728800,-93.088800,288,"C6, Rosemount Agricultural Experiment Station, University of Minnesota, Rosemount, Minnesota"
rosemountcons,44.694600,-93.057800,283,"Rosemount Conservation Agriculture Site Rosemount, MN 55068"
rosemountconv,44.691000,-93.057600,283,"Rosemount Conventional Agricultural Management Site Rosemount, MN 55068"
rosemountg21,44.714300,-93.089800,290,"G21, Rosemount Agricultural Experiment Station, University of Minnesota, Rosemount, Minnesota"
rosemountnprs,44.678100,-93.072300,274,"Native Prairie Restoration Site, Rosemount Agricultural Experiment Station, University of Minnesota, Rosemount, Minnesota"
rothberurb,52.457232,13.315827,46,"Rothenburg Str, Urban Vegetation, Berlin."
rothen,47.993000,6.979800,1270,mountain grassland
russellsage,32.456961,-91.974322,20,"Russell Sage State Wildlife Management Area, near Monroe, Louisiana"
sabinar,36.995550,-6.513228,20,"Juniper woodlands in Doñana, Spain stabilized sand dunes"
sagehen,39.431500,-120.239800,1934,Sagehen Creek Field Station
sagehen2,39.430700,-120.240700,1937,"Sagehen Creek Field Station, Subcanopy"
sagehen3,39.431100,-120.240500,1935,"Sagehen Creek Field Station, Subcanopy"
sanford,42.726777,-84.464482,268,"Sanford Natural Area, Michigan State University, East Lansing, Michigan"
sangabriel,34.285557,-118.153961,1688,"Josephine Peak, Los Angeles County, California"
santacruz1,36.974100,-122.030800,11,
santacruz2,36.974100,-122.030800,11,
santaluciapreserve1,36.526500,-121.868200,500,
santaluciapreserve2,36.526500,-121.868200,500,Santa Lucia Preserve
saskatoon1,52.155200,-106.606400,497,"NMA West, Saskatoon, Saskatchewan"
saskatoon2,52.155200,-106.606400,497,"NMA east, Saskatoon, Saskatchewan"
sedgwick,34.696850,-120.048400,381,"Sedgwick Ranch Reserve, Santa Ynez Valley, California"
sedgwick1,34.696900,-120.048400,381,"Sedgwick Reserve, Santa Ynez CA"
sedgwick2,34.701200,-120.037000,356,"Sedgwick Reserve, Santa Ynez CA"
segaarboretum10,35.162090,-111.731510,2170,Drought ( 50% Ambient May - September Precipitation)
segaarboretum2,35.162090,-111.731510,2170,Control (Ambient May - September Precipitation)
segaarboretum3,35.162090,-111.731510,2170,Water Addition (150% Ambient May - September Precipitation)
segaarboretum4,35.162140,-111.731530,2170,Drought ( 50% Ambient May - September Precipitation)
segaarboretum6,35.162090,-111.731510,2170,Control (Ambient May - September Precipitation)
segaarboretum9,35.162220,-111.731580,2170,Water Addition (150% Ambient May - September Precipitation)
segaarboretumforest,35.161300,-111.735900,2173,SEGA Arboretum at Flagstaff - Forest Site
segaarboretummeadow,35.162100,-111.731600,2157,SEGA Arboretum at Flagstaff - Meadow Site
segabearsprings,36.362900,-112.172200,2688,SEGA Bear Springs
segablackpoint,35.681400,-111.475400,1566,SEGA Black Point
segabluechute,35.587600,-111.971600,1930,SEGA Blue Chute
segabluechute1,35.587590,-111.971150,1931,Water Addition (150% Ambient May - September Precipitation)
segabluechute2,35.587590,-111.971150,1931,Control (Ambient May - September Precipitation)
segabluechute4,35.587590,-111.971600,1931,Drought (50% Ambient May - September Precipitation)
segabluechute6,35.587590,-111.971150,1931,Water Addition (150% Ambient May - September Precipitation)
segabluechute7,35.587590,-111.971150,1931,Control (Ambient May - September Precipitation)
segabluechute8,35.587590,-111.971150,1931,Drought (50% Ambient May - September Precipitation)
segabluechutepj1,35.587600,-111.971200,1931,SEGA Blue Chute PJ phenology project woodland camera
segabluechutepj2,35.587600,-111.971200,1931,SEGA Blue Chute PJ phenology project juniper bud/branch camera
segabluechutepj3,35.587600,-111.971200,1931,SEGA Blue Chute PJ phenology project pinyon bud/branch camera
segabradshaw,34.910900,-111.928500,1402,SEGA Bradshaw Ranch
segahartprairie,35.353600,-111.732400,2585,"Hart Prairie Preserve, Flagstaff, Arizona"
segalcr,35.723100,-111.321000,1275,"Little Colorado River SEGA site, cameron, Arizona USA"
segalcr2,35.706900,-111.360000,1495,"SEGA Little Colorado River view form Black Mesa radio relay site, includes Painted Desert and Pulliam Trust Cottonwood Project"
segalittlemountain,36.586500,-112.363400,2276,SEGA Little Mountain
segasoapcreek,36.751000,-111.716000,1233,"Soap Creek SEGA site, Vermillion Cliffs, Marble Canyon Arizona USA"
segawalnutcreek,34.921500,-112.845800,1567,SEGA Walnut Creek
segawhitepockets,36.608100,-112.408200,2057,"SEGA White Pockets, Kaibab National Forest, Arizona"
sendadarwinforest,-41.883200,-73.676000,30,"Senda Darwin Forest, Chiloé, Chile"
sendadarwinpeatland,-41.879300,-73.665500,25,"Senda Darwin Peatland, Chiloé, Chile"
sequoia,36.565833,-118.777222,1890,"Lower Kaweah, Sequoia / Kings Canyon National Park, California"
sequoia1,37.510000,-119.630000,2000,"Mariposa Grove, Yosemite National Park"
sevilletagrass,34.360444,-106.700186,1600,"Grassland site, Sevilleta Long Term Ecological Research Site, New Mexico"
sevilletanewgrass,34.358000,-106.679900,1603,"Unburned Grassland Site, Sevilleta Long Term Ecological Research Site, New Mexico"
sevilletashrub,34.334956,-106.744469,1603,"Shrubland site, Sevilleta Long Term Ecological Research Site, New Mexico"
sevmetblbt,34.398300,-106.663300,1572,"Black Butte Meteorological Station (BLBT), Sevilleta National Wildlife Refuge, New Mexico"
sevmetbrwl,34.405600,-106.934000,1550,"Bronco Well Meteorological Station (BRWL), Sevilleta National Wildlife Refuge, New Mexico"
sevmetbuwl,34.334900,-106.632000,1668,"Burris Well Meteorological Station (BUWL), Sevilleta National Wildlife Refuge, New Mexico"
sevmetcont,34.340000,-106.742800,1599,"Contreras Meteorological Station (CONT), Sevilleta National Wildlife Refuge, New Mexico"
sevmetcrmt,34.368500,-106.535400,1979,"Cerro Montoso Meteorological Station (CRMT), Sevilleta National Wildlife Refuge, New Mexico"
sevmetdpwl,34.359200,-106.691100,1600,"Deep Well Meteorological Station (DPWL), Sevilleta National Wildlife Refuge, New Mexico"
sevmetfstn,34.356000,-106.885300,1476,"Sevilleta Field Station Meteorological Station (FSTN), Sevilleta National Wildlife Refuge, New Mexico"
sevmetfvpt,34.335000,-106.729300,1613,"Five Points Meteorological Station (FVPT), Sevilleta National Wildlife Refuge, New Mexico"
sevmetgtdr,34.414700,-106.523400,1795,"Goat Draw Meteorological Station (GTDR), Sevilleta National Wildlife Refuge, New Mexico"
sevmetrios,34.294700,-106.935100,1531,"Rio Salado Meteorological Station (RIOS), Sevilleta National Wildlife Refuge, New Mexico"
sevmetsepu,34.268800,-106.624800,1794,"Sepultura Meteorological Station (SEPU), Sevilleta National Wildlife Refuge, New Mexico"
sevmetsogt,34.216800,-106.795500,1539,"South Gate Meteorological Station (SOGT), Sevilleta National Wildlife Refuge, New Mexico"
sevmettswl,34.310400,-106.684400,1651,"Test Well Meteorological Station (TSWL), Sevilleta National Wildlife Refuge, New Mexico"
sevmettuwl,34.418700,-107.000600,1714,"Tule Well Meteorological Station (TUWL), Sevilleta National Wildlife Refuge, New Mexico"
sevmetwsms,34.272600,-107.061800,1769,"West Mesa Meteorological Station (WSMS), Sevilleta National Wildlife Refuge, New Mexico"
sevMRME10L,34.343800,-106.726900,1604,"Plot 10 Large Treatment, Monsoon Rainfall Manipulation Experiment, Sevilleta National Wildlife Refuge, New Mexico"
sevMRME11C,34.343800,-106.726800,1604,"Plot 11 Control Treatment, Monsoon Rainfall Manipulation Experiment, Sevilleta National Wildlife Refuge, New Mexico"
sevMRME1S,34.344200,-106.727200,1604,"Plot 1 Small Treatment, Monsoon Rainfall Manipulation Experiment, Sevilleta National Wildlife Refuge, New Mexico"
sevmveblack13redinc,34.335700,-106.727500,1587,"Black grama drought experiment camera 13, Sevilleta LTER, New Mexico"
sevmveblack14redinc,34.335600,-106.727500,1587,"Black grama drought experiment camera 14, Sevilleta LTER, New Mexico"
sevmveblack15redamb,34.335600,-106.727400,1587,"Black grama drought experiment camera 15, Sevilleta LTER, New Mexico"
sevmveblack16ambinc,34.335500,-106.727600,1587,"Black grama drought experiment camera 16, Sevilleta LTER, New Mexico"
sevmveblack17ambinc,34.335500,-106.727500,1587,"Black grama drought experiment camera 17, Sevilleta LTER, New Mexico"
sevmveblack18ambamb,34.335500,-106.727300,1587,"Black grama drought experiment camera 18, Sevilleta LTER, New Mexico"
sevmveblack19ambamb,34.335600,-106.727200,1587,"Black grama drought experiment camera 19, Sevilleta LTER, New Mexico"
sevmveblack20ambinc,34.335600,-106.727000,1587,"Black grama drought experiment camera 20, Sevilleta LTER, New Mexico"
sevmveblack21ambinc,34.335600,-106.726900,1587,"Black grama drought experiment camera 21, Sevilleta LTER, New Mexico"
sevmveblack22redamb,34.335500,-106.727200,1587,"Black grama drought experiment camera 22, Sevilleta LTER, New Mexico"
sevmveblack23redinc,34.335500,-106.727100,1587,"Black grama drought experiment camera 23, Sevilleta LTER, New Mexico"
sevmveblack24redinc,34.335400,-106.727000,1587,"Black grama drought experiment camera 24, Sevilleta LTER, New Mexico"
sevmveblack25redamb,34.335400,-106.727500,1587,"Black grama drought experiment camera 25, Sevilleta LTER, New Mexico"
sevmveblack26redinc,34.335400,-106.727300,1587,"Black grama drought experiment camera 26, Sevilleta LTER, New Mexico"
sevmveblack27redinc,34.335300,-106.727200,1587,"Black grama drought experiment camera 27, Sevilleta LTER, New Mexico"
sevmveblack28ambinc,34.335300,-106.727500,1587,"Black grama drought experiment camera 28, Sevilleta LTER, New Mexico"
sevmveblack29ambinc,34.335200,-106.727400,1587,"Black grama drought experiment camera 29, Sevilleta LTER, New Mexico"
sevmveblack30ambamb,34.335200,-106.727200,1587,"Black grama drought experiment camera 30, Sevilleta LTER, New Mexico"
sevmveblue10ambinc,34.334100,-106.631100,1646,"Blue grama drought experiment camera 10, Sevilleta LTER, New Mexico"
sevmveblue11ambinc,34.334100,-106.631000,1646,"Blue grama drought experiment camera 11, Sevilleta LTER, New Mexico"
sevmveblue12ambamb,34.334000,-106.630900,1646,"Blue grama drought experiment camera 12, Sevilleta LTER, New Mexico"
sevmveblue13ambamb,34.334000,-106.631100,1646,"Blue grama drought experiment camera 13, Sevilleta LTER, New Mexico"
sevmveblue14ambinc,34.334000,-106.631300,1646,"Blue grama drought experiment camera 14, Sevilleta LTER, New Mexico"
sevmveblue15ambinc,34.334000,-106.631400,1646,"Blue grama drought experiment camera 15, Sevilleta LTER, New Mexico"
sevmveblue16redamb,34.333900,-106.631400,1646,"Blue grama drought experiment camera 16, Sevilleta LTER, New Mexico"
sevmveblue17redinc,34.333900,-106.631300,1646,"Blue grama drought experiment camera 17, Sevilleta LTER, New Mexico"
sevmveblue18redinc,34.333800,-106.631200,1646,"Blue grama drought experiment camera 18, Sevilleta LTER, New Mexico"
sevmveblue1ambinc,34.334400,-106.630700,1646,"Blue grama drought experiment camera 1, Sevilleta LTER, New Mexico"
sevmveblue2ambinc,34.334400,-106.630800,1646,"Blue grama drought experiment camera 2, Sevilleta LTER, New Mexico"
sevmveblue3ambamb,34.334500,-106.630900,1646,"Blue grama drought experiment camera 3, Sevilleta LTER, New Mexico"
sevmveblue4redinc,34.334400,-106.631000,1646,"Blue grama drought experiment camera 4, Sevilleta LTER, New Mexico"
sevmveblue5redinc,34.334300,-106.630800,1646,"Blue grama drought experiment camera 5, Sevilleta LTER, New Mexico"
sevmveblue6redamb,34.334200,-106.630700,1646,"Blue grama drought experiment camera 6, Sevilleta LTER, New Mexico"
sevmveblue7redinc,34.334100,-106.630800,1646,"Blue grama drought experiment camera 7, Sevilleta LTER, New Mexico"
sevmveblue8redinc,34.334200,-106.631000,1646,"Blue grama drought experiment camera 8, Sevilleta LTER, New Mexico"
sevmveblue9redamb,34.334200,-106.631100,1646,"Blue grama drought experiment camera 9, Sevilleta LTER, New Mexico"
sevmvecreo10redamb,34.338200,-106.738800,1577,"Creosote drought experiment camera 10, Sevilleta LTER, New Mexico"
sevmvecreo11redinc,34.338300,-106.738600,1577,"Creosote drought experiment camera 11, Sevilleta LTER, New Mexico"
sevmvecreo12redinc,34.338200,-106.738500,1577,"Creosote drought experiment camera 12, Sevilleta LTER, New Mexico"
sevmvecreo19redamb,34.338600,-106.739000,1577,"Creosote drought experiment camera 19, Sevilleta LTER, New Mexico"
sevmvecreo1redinc,34.338200,-106.739200,1577,"Creosote drought experiment camera 1, Sevilleta LTER, New Mexico"
sevmvecreo20redinc,34.338600,-106.739000,1577,"Creosote drought experiment camera 20, Sevilleta LTER, New Mexico"
sevmvecreo21redinc,34.338600,-106.739000,1577,"Creosote drought experiment camera 21, Sevilleta LTER, New Mexico"
sevmvecreo22ambinc,34.338600,-106.739000,1577,"Creosote drought experiment camera 22, Sevilleta LTER, New Mexico"
sevmvecreo23ambinc,34.338600,-106.739000,1577,"Creosote drought experiment camera 23, Sevilleta LTER, New Mexico"
sevmvecreo24ambamb,34.338600,-106.739000,1577,"Creosote drought experiment camera 24, Sevilleta LTER, New Mexico"
sevmvecreo2redinc,34.338200,-106.739100,1577,"Creosote drought experiment camera 2, Sevilleta LTER, New Mexico"
sevmvecreo3redamb,34.338200,-106.738900,1577,"Creosote drought experiment camera 3, Sevilleta LTER, New Mexico"
sevmvecreo4ambinc,34.338400,-106.739200,1577,"Creosote drought experiment camera 4, Sevilleta LTER, New Mexico"
sevmvecreo5ambinc,34.338400,-106.739000,1577,"Creosote drought experiment camera 5, Sevilleta LTER, New Mexico"
sevmvecreo6ambamb,34.338300,-106.738900,1577,"Creosote drought experiment camera 6, Sevilleta LTER, New Mexico"
sevmvecreo7ambinc,34.338100,-106.738800,1577,"Creosote drought experiment camera 7, Sevilleta LTER, New Mexico"
sevmvecreo8ambinc,34.338100,-106.738700,1577,"Creosote drought experiment camera 8, Sevilleta LTER, New Mexico"
sevmvecreo9ambamb,34.338100,-106.738500,1577,"Creosote drought experiment camera 9, Sevilleta LTER, New Mexico"
sevmvepj10redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 10, Sevilleta LTER, New Mexico"
sevmvepj11redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 11, Sevilleta LTER, New Mexico"
sevmvepj12ambamb,34.000000,-106.000000,1960,"PJ drought experiment camera 12, Sevilleta LTER, New Mexico"
sevmvepj13redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 13, Sevilleta LTER, New Mexico"
sevmvepj14redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 14, Sevilleta LTER, New Mexico"
sevmvepj15ambamb,34.000000,-106.000000,1960,"PJ drought experiment camera 15, Sevilleta LTER, New Mexico"
sevmvepj16ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 16, Sevilleta LTER, New Mexico"
sevmvepj17ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 17, Sevilleta LTER, New Mexico"
sevmvepj18redamb,34.000000,-106.000000,1960,"PJ drought experiment camera 18, Sevilleta LTER, New Mexico"
sevmvepj1ambamb,34.000000,-106.000000,1960,"PJ drought experiment camera 1, Sevilleta LTER, New Mexico"
sevmvepj2redamb,34.000000,-106.000000,1960,"PJ drought experiment camera 2, Sevilleta LTER, New Mexico"
sevmvepj3ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 3, Sevilleta LTER, New Mexico"
sevmvepj4ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 4, Sevilleta LTER, New Mexico"
sevmvepj5redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 5, Sevilleta LTER, New Mexico"
sevmvepj6redinc,34.000000,-106.000000,1960,"PJ drought experiment camera 6, Sevilleta LTER, New Mexico"
sevmvepj7ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 7, Sevilleta LTER, New Mexico"
sevmvepj8ambinc,34.000000,-106.000000,1960,"PJ drought experiment camera 8, Sevilleta LTER, New Mexico"
sevmvepj9redamb,34.000000,-106.000000,1960,"PJ drought experiment camera 9, Sevilleta LTER, New Mexico"
sevpjrm12,34.386150,-106.526210,1905,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 12: 45% drought
sevpjrm13,34.386310,-106.527910,1914,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 13: 45% legacy drought
sevpjrm15,34.386150,-106.528380,1916,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 15: 75% drought
sevpjrm16,34.385770,-106.528970,1922,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 16: Control
sevpjrm17,34.386760,-106.528370,1918,Sevilleta LTER pinon-juniper rainfall manipulation. Plot 17: 90% drought
shahariya,31.599908,34.832867,240,"Shahariya Forest, Israel"
shalehillsczo,40.665800,-77.904100,310,"Susquehanna Shale Hills Critical Zone Observatory (CZO), Pennsylvania"
shamrock,37.302500,-107.486390,2446,"Weminuche Wilderness Area, San Juan National Forrest near Bayfield, Colorado"
shangqiu,34.515500,115.595000,55,"Main Tower, maize and wheat, Henan, China"
shenandoah,38.616700,-78.350000,1037,"Pinnacles Viewpoint, Shenandoah National Park, Virginia"
sherman,38.036614,-121.754003,-5,"Twitchell Island, Antioch, California"
shermanbarn,38.040000,-121.727000,-5,"Pasture on Sherman Island in the Sacramento-San Joaquin River Delta, CA"
shiningrock,35.390159,-82.774967,1500,"Shining Rock Wilderness, Blue Ridge Parkway National Park, North Carolina"
shoallake,50.370500,-100.533900,553,"Shoal Lake Marsh Flux Tower, Emergent Bulrush Marsh, Manitoba"
si01pokljuka,46.367200,13.938600,1397,"Krucmanove konte, Pokljuka, Slovenia"
si02trnovski,45.998600,13.733000,827,"Fondek, Trnovski gozd, Slovenia"
si03sezana,45.670800,13.859700,420,"Gropajski bori, Sezana, Slovenia"
si04brdo,46.287200,14.400000,471,"Brdo, Kranj, Slovenia"
si05kocevska,45.536600,14.800000,705,"Borovec, Kočevska reka, Slovenia"
si08zasavje,46.095800,15.063800,927,"Lontovž, Zasavje, Slovenia"
si09loskipotok,45.636300,14.633600,876,"Gorica, Travljanska gora, Loški potok, Slovenia"
si10krakovski,45.881900,15.416300,152,"Krakovski gozd, Kostanjevica, Slovenia"
si11murska,46.496900,16.512700,155,"Murska Šuma, Lendava, Slovenia"
si12pohorjetratice,46.463300,15.386600,1289,"Tratice, Pohorje, Slovenia"
si50pohorjelahen,46.542900,15.326800,519,"FGM Smolarjevo, Lehen, Podvelka, Maribor, Slovenia"
si51zuzemberk,45.774300,14.944600,506,"FGM Pri studencu, Žužemberk Stavča vas Novo mesto Straža, Slovenia"
si97kras1,45.543200,13.916200,529,karst temporary tower (kras začasna stolp)
si98kras2,45.542811,13.916440,529,karst temporary southern plot (kras začasna južna ploskev)
si99gislj,46.052800,14.480200,220,"Gis vrt, Ljubljana, Slovenia"
siikanevabog,61.838500,24.170300,176,"Bog, FluxWIN site, Siikaneva Bog, Finland"
